text,created_at,source,id,author_id,,,,
@haryanimsl Wahhhhhh sedappsss! 😍💚 #ordernow #grab #staysafe https://t.co/EMa8GlZtR7,2021-08-24T15:40:44.000Z,Sprinklr Publishing,1.43E+18,454609037,,,,
"@GrabMY Noted with thanks, have a great night",2021-08-24T14:38:40.000Z,Twitter for iPhone,1.43E+18,3018012799,,,,
@hashimmm_muhd @GrabMY Aminn,2021-08-24T13:55:19.000Z,Twitter for iPhone,1.43E+18,3190783386,,,,
@GrabMY Grabcar now limit penumpang berapa org ? 1 or 2 ??,2021-08-24T13:53:48.000Z,Twitter for iPhone,1.43E+18,3018012799,,,,
@GrabMY For subang jaya ?? Also same 6am-11.59pm right? https://t.co/TYXQ9jSGqR,2021-08-24T13:52:52.000Z,Twitter for iPhone,1.43E+18,3018012799,,,,
Doakan adik ini dipermudahkan segala urusan @GrabMY https://t.co/xv9nkygjpC,2021-08-24T13:03:48.000Z,Twitter for iPhone,1.43E+18,194766798,,,,
@GrabMY Thanks,2021-08-24T13:00:46.000Z,Twitter for iPhone,1.43E+18,89572328,,,,
Slightly cheaper than @GrabMY ! 🤩 https://t.co/XRYQ5fV49f,2021-08-24T12:43:11.000Z,Twitter for iPhone,1.43E+18,225032502,,,,
@GrabMY how do I schedule advance grab ride to KLIA from PJ? Checked on your FAQ but did not find the ‘time emoji’,2021-08-24T12:28:28.000Z,Twitter for iPhone,1.43E+18,89572328,,,,
"@GrabMY Dah selamat masuk perut, tak sempat ambil gambar. Takpa saya halalkan 😂",2021-08-24T12:19:27.000Z,Twitter for iPhone,1.43E+18,8.15E+17,,,,
@GrabMY Hehe nice gestures go a long way.🥰,2021-08-24T12:05:38.000Z,Twitter for Android,1.43E+18,28583090,,,,
@GrabMY Huhu sedihnya ok,2021-08-24T11:02:58.000Z,Twitter for Android,1.43E+18,1.17E+18,,,,
@GrabMY @qtpittt Welcome awak!,2021-08-24T10:47:21.000Z,Zendesk,1.43E+18,454609037,,,,
@GrabMY Done DM 🙂,2021-08-24T10:40:32.000Z,Twitter for Android,1.43E+18,374341625,,,,
@GrabMY @GrabMY why so sweet? 🤗 https://t.co/9NcYBZrvqc,2021-08-24T10:25:06.000Z,Twitter Web App,1.43E+18,2801039089,,,,
@GrabMY klang valley 2 passanger boleh naik the same grab car tak? . Kira total with driver 3 person can ke?,2021-08-24T10:10:30.000Z,Twitter for Android,1.43E+18,1.17E+18,,,,
"@GrabMY saya nak cakap, abang tu baik sangat! Btw, thankyou! ☺🖤",2021-08-24T09:51:48.000Z,Twitter for Android,1.43E+18,9.76E+17,,,,
Alhamdulillah baik! 🙏🏻😇 @GrabSG @grabph @GrabMY https://t.co/TlIIQ357jq,2021-08-24T09:44:50.000Z,Twitter for iPhone,1.43E+18,1.23E+18,,,,
"Hi @GrabMY , Acc grab driver saya dah suspended sebab dah lama tak aktif, Jadi macam mana saya nak aktifkan balik acc grab driver saya?",2021-08-24T09:36:01.000Z,Twitter for iPhone,1.43E+18,372146760,,,,
i ordered at around 4pm...what if this is my last straw..@GrabMY https://t.co/YEJJcOf7O9,2021-08-24T09:20:14.000Z,Twitter for Android,1.43E+18,1.14E+18,,,,
@GrabMY Hey I just Dm-ed you! I hope your 'small gift' can ease my PMS huhu~,2021-08-24T08:48:01.000Z,Twitter Web App,1.43E+18,1.06E+18,,,,
"Taman Connaught -&gt; Menara Kembar Bank Rakyat 
@GrabMY -&gt; RM 21.00
@airasia -&gt; RM 14.00",2021-08-24T08:19:59.000Z,Twitter for iPhone,1.43E+18,1139200051,,,,
"RT @nickyzana90: @GrabMY Alamak susah2 je...baik...saya DM. No worries, we are more than happy to serve and help the people whenever we cou…",2021-08-24T07:18:03.000Z,Twitter Web App,1.43E+18,1.41E+18,,,,
Apa ni @GrabMY telur ada ulat ewwww i tot sebiji rupanya banyak yg kena like that ewwwwww ada some strange liquid lagi apeni 🤮🤮🤮,2021-08-24T06:59:22.000Z,Twitter for iPhone,1.43E+18,152470745,,,,
It's apparent why most #Malaysians prefer @GrabMY instead of @foodpanda_my. The superior geographic information system by #GrabFood cannot be denied. #FoodPanda can't even get this simple module right &amp; puts off potential new #customers. #DeliveryHero,2021-08-24T05:53:33.000Z,Twitter for Android,1.43E+18,1.36E+18,,,,
@adibhazlami Skrg saya prefer guna @MyBoostApp sbb integrate dgn @samsungpays. Collect dua2 points/coins dalam satu transaksi. Cuma paling tak best dgn boost kena shake utk coins. Leceh. Harap @SamsungMalaysia boleh integrate dgn @MyTouchnGo @GrabMY,2021-08-24T05:11:04.000Z,Twitter for Android,1.43E+18,96595282,,,,
"@Rusyhasif413 Hi, for the current GrabCar Operation Hours, please refer to the Operation Hours tile in the Grab App main page, hope this helps. https://t.co/ke3XwBU39v",2021-08-24T04:10:25.000Z,Sprinklr Publishing,1.43E+18,454609037,,,,
@GrabMY What is Grabcar current operation hours?,2021-08-24T03:48:04.000Z,Twitter for iPhone,1.43E+18,3018012799,,,,
"Thank you @TheEdgeMalaysia for featuring us in your weekly printed publication! 
#OPPOTUS has been tracking #ewallet trends in #Malaysia since 2019, and we believe that #digitalpayments are the future!
@MyTouchnGo @GrabMY @MyMaybank @MyBoostApp @bigpaymeapp
#marketresearch https://t.co/lV1KqqWnmh",2021-08-24T03:00:01.000Z,Twitter Web App,1.43E+18,1.41E+18,,,,
"@GrabMY hi, for grab car rn allowed berapa passenger per vehicle?",2021-08-24T02:44:05.000Z,Twitter for Android,1.43E+18,3306206893,,,,
"@GrabMY Alamak susah2 je...baik...saya DM. No worries, we are more than happy to serve and help the people whenever we could. All the grab riders are our frontliners as well &amp; we want them to know how much we appreciate their hard work. Stay safe and abide to sop ya.",2021-08-24T01:08:20.000Z,Twitter Web App,1.43E+18,2801039089,,,,
im editing rn i waa thinking it but didnt have enough time to grabmy phone,2021-08-23T23:52:31.000Z,Twitter for iPhone,1.43E+18,1.26E+18,,,,
"@GrabMY hi nak tanya , for grab car kan boleh for 1 passenger only . So if i nak bawak anak i pergi appointment boleh ke tak?",2021-08-23T19:12:50.000Z,Twitter for iPhone,1.43E+18,1426964695,,,,
"@amirulhaziqqq Boleh lah pakat-pakat bagi cadangan dekat Grabfood untuk add location yg banyak anjing untuk rider avoid. Kan @GrabMY kan. Contoh yg banyak anjing, taman sri muda, Klang, batu cave. Mana lagi?",2021-08-23T17:05:50.000Z,Twitter for Android,1.43E+18,9.38E+17,,,,
"RT @ChatimeMY: Embrace your Malaysian taste buds by sipping on our SehaTEA Sejiwa limited edition drinks 😉💜
🇲🇾 Cendol Milk Tea
🇲🇾 Lai Chee…",2021-08-23T15:41:01.000Z,Twitter for Android,1.43E+18,8.60E+17,,,,
"@MARIAARIAMD Terima kasih kerana memberikan sokongan padu dan tips kepada rider tersebut ya 🧡 Semoga abang-abang rider ini dimurahkan rezeki, diberi kesihatan yang baik dan sentiasa di bawah lindungan Allah S.W.T.  Amin. 🙏 https://t.co/b0ckTxR5qL",2021-08-23T14:50:55.000Z,Sprinklr Publishing,1.43E+18,454609037,,,,
"@meleayu Alhamdulilah 🙏Terima kasih kerana memberikan sokongan padu anda ya 💚💚
Stay safe dan have a great day ahead 🧡
#alwaysthebetterhalf https://t.co/qjPXshjR1e",2021-08-23T14:46:06.000Z,Sprinklr Publishing,1.43E+18,454609037,,,,
@GrabMY Sy tak pasti siapa yg booking grab tu utk my MIL but if sy dpt info ttg grab driver tu nanti sy update semula.,2021-08-23T14:30:52.000Z,Twitter for iPhone,1.43E+18,400614878,,,,
@GrabMY hello any driver around??? https://t.co/kPdsvrsYg5,2021-08-23T12:48:15.000Z,Twitter for iPhone,1.43E+18,3018012799,,,,
"@GrabMY Grab Pay Where is my refund
Here are the ARN numbers 75332991213002758319198, 75332991213002758319586  for your card refund processed on 31-07-2021",2021-08-23T12:27:27.000Z,Twitter for Android,1.43E+18,175379542,,,,
"@steffanGabriel1 @GrabMY MKN punya rules skrg ni mana2 servis eHailing masih lagi 2 orang per car.. 1 driver dan 1 penumpang duduk di belakang..
Utk kenderaan persendirian je boleh naik ikut full capacity kalau semua dah complete vaksin, kalau belum masih lagi 1 kereta 2 orang..
Sekian, harap maklum..",2021-08-23T12:20:59.000Z,Twitter for Android,1.43E+18,380247424,,,,
@steffanGabriel1 @GrabMY Rasenye utk E-hailing xde ape2 update lagi,2021-08-23T12:08:50.000Z,Twitter for Android,1.43E+18,1.10E+18,,,,
@SFCoffee kenapa xde kopi dlm @GrabMY apps kt seremban..coffee shop tp xde coffee..sy kecewa,2021-08-23T12:06:03.000Z,Twitter for iPhone,1.43E+18,215678572,,,,
"@zeesbux @GrabMY Tu lah pasal dah tempah yg paling mahal still tak boleh , macam anak patung aku dibuat nyaaa",2021-08-23T11:43:07.000Z,Twitter for iPhone,1.43E+18,1.39E+18,,,,
hi @GrabMY i want to tip my driver cos he wished my gf happy birthday but it’s not letting me. pls help thank u 👍🏻,2021-08-23T11:07:13.000Z,Twitter for iPhone,1.43E+18,7.94E+17,,,,
RT @Fieza99Nurul: Bila ye boleh Grab naik limit 2 passanger @GrabMY minta tlg longgarkan sikit limit 2 passanger please🙏🏻 nak bwk parents P…,2021-08-23T10:51:42.000Z,Twitter for Android,1.43E+18,1704210456,,,,
@GrabMY ❤❤❤❤ semestinya tugasan ikhlas pasti menggembirakan kita 🥰🥰🥰 thank you !!!,2021-08-23T10:46:38.000Z,Twitter for Android,1.43E+18,843763753,,,,
"RT @nickyzana90: Im Yusuf's mother, i would like to thnk @GrabMY for the warm gesture.i haven't seen my sons almost 2months now.i'm a front…",2021-08-23T09:06:00.000Z,Twitter for Android,1.43E+18,1.05E+18,,,,
@himamaa_ @GrabMY Should get an automatic message after you book the ride,2021-08-23T08:08:43.000Z,Twitter for Android,1.43E+18,52313906,,,,
"@nurabyan Jangan risau, rider kita semua sporting! 💚 https://t.co/7vtwK28iiU",2021-08-23T08:07:33.000Z,Sprinklr Publishing,1.43E+18,454609037,,,,
"@nurulhafini Meh order, nanti abang2 baju hijau hantarkan. Boleh check kat sini untuk ongoing promo! :https://t.co/e7LosgT9Ol https://t.co/8o5g5MDieK",2021-08-23T07:56:23.000Z,Sprinklr Publishing,1.43E+18,454609037,,,,
"@GrabMY @iJeBeriya_58 Meh DM kita, ada satu surprise nak bagi ke awak sebab suka order GrabFood! 🥰",2021-08-23T07:53:40.000Z,Zendesk,1.43E+18,454609037text,created_at,source,id,author_id
Sekali grabfood balas nyah! Yihhhh! 😂 https://t.co/HQvgyStC6I,2021-08-23T07:48:26.000Z,Twitter for iPhone,1.43E+18,348919962,,,,
"@GrabMY Serius ni takkanlah i memain plak.. 😂 thanks grabfood! Khidmat anda mmg tiptop! Tak kira hujan panas, tetap hantar mkanan on time… goodjob! #thankyougrabfood #goodjobgrabfood",2021-08-23T07:47:28.000Z,Twitter for iPhone,1.43E+18,348919962,,,,
@GrabMY Much appreciated @GrabMY https://t.co/QpzBSBRtQk,2021-08-23T07:45:59.000Z,Twitter Web App,1.43E+18,1.21E+18,,,,
"RT @GrabMY: @GrabMY @puteriaiman_ Perghhh!  Esok leh order lain pulak, guna promo kat sini: https://t.co/e7LosgBypL 😍",2021-08-23T07:39:04.000Z,Twitter for Android,1.43E+18,1.29E+18,,,,
"@GrabMY @puteriaiman_ Perghhh!  Esok leh order lain pulak, guna promo kat sini: https://t.co/e7LosgBypL 😍",2021-08-23T07:37:09.000Z,Zendesk,1.43E+18,454609037,,,,
@GrabMY tadi saya dah order san francisco..,2021-08-23T07:32:57.000Z,Twitter for iPhone,1.43E+18,304983190,,,,
@KyochonMalaysia That looks so delicious 😋 💚 https://t.co/W9bEBp1Clr,2021-08-23T07:29:44.000Z,Sprinklr Publishing,1.43E+18,454609037,,,,
RT @theclockwork23: Boleh tak team @setel_my or team @GrabMY take over je mysejahtera ni haih,2021-08-23T07:20:23.000Z,Twitter for iPhone,1.43E+18,83180865,,,,
"@GrabMY Thank you grab that finally they agree to compensate. However this is unpleasant experience, and that RM0 refund totally need to be revised from grab side.",2021-08-23T06:32:35.000Z,Twitter for iPhone,1.43E+18,190970521,,,,
RT @dacinipotato: This is what I got after ordering 2 Iced Latte (M) from @McDMalaysia via @GrabMY. The cost of these drinks was RM 17 inc…,2021-08-23T06:03:22.000Z,Twitter for Android,1.43E+18,2674458402,,,,
@GrabMY check your DM.,2021-08-23T05:55:34.000Z,Twitter for iPhone,1.43E+18,190970521,,,,
RT @dacinipotato: This is what I got after ordering 2 Iced Latte (M) from @McDMalaysia via @GrabMY. The cost of these drinks was RM 17 inc…,2021-08-23T05:47:57.000Z,Twitter for Android,1.43E+18,1303523689,,,,
@AhmadZafran yeke? @GrabMY,2021-08-23T04:41:28.000Z,Twitter for iPhone,1.43E+18,357361030,,,,
RT @dacinipotato: This is what I got after ordering 2 Iced Latte (M) from @McDMalaysia via @GrabMY. The cost of these drinks was RM 17 inc…,2021-08-23T04:36:59.000Z,Twitter for iPhone,1.43E+18,3007085328,,,,
This is what I got after ordering 2 Iced Latte (M) from @McDMalaysia via @GrabMY. The cost of these drinks was RM 17 inc delivery fee. Dahlah separuh cawan je dapat kalau combine pon dapat satu cawan je. Duit bukan datang dari pokok beb. https://t.co/YqX0Bc7LY9,2021-08-23T04:34:58.000Z,Twitter for Android,1.43E+18,1.18E+18,,,,
Bila ye boleh Grab naik limit 2 passanger @GrabMY minta tlg longgarkan sikit limit 2 passanger please🙏🏻 nak bwk parents PEGI vaccine kdg2 kene naik asing2.. al maklum sy tak de lesen lg.. minta @MKNJPM  pertimbangkan,2021-08-23T04:24:42.000Z,Twitter for iPhone,1.43E+18,1520853510,,,,
"RT @jalphonsalopez: Dear @IsmailSabri60,
1. 4 in a car is allowed for those fully vaccinated. The same should be for @GrabMY 
2. The Miss…",2021-08-23T04:24:10.000Z,Twitter for Android,1.43E+18,9.61E+17,,,,
"2. The Miss…""",2021-08-23T03:59:17.000Z,Twitter for Android,1.43E+18,113922851,,,,
"2. The Miss…""",2021-08-23T03:56:54.000Z,Twitter for Android,1.43E+18,2678614296,,,,
"2. The Miss…""",2021-08-23T03:48:18.000Z,Twitter for Android,1.43E+18,1142077052,,,,
"Dear @IsmailSabri60,
2. The Missing Pastors must be found dead or alive
3. Your past ultra racism must cease
4. This cannot be a PN Govt. Get another name!
@HishammuddinH2O @AzalinaOthmanS",2021-08-23T03:45:18.000Z,Twitter for Android,1.43E+18,459090158,,,,
RT @theclockwork23: Boleh tak team @setel_my or team @GrabMY take over je mysejahtera ni haih,2021-08-23T03:29:11.000Z,Twitter for iPhone,1.43E+18,54597030,,,,
"@theclockwork23 @GrabMY Hmmm, kami busy skit nak roll-out features baru. Maaf dik.",2021-08-23T02:10:28.000Z,Twitter Web App,1.43E+18,1.00E+18,,,,
"hi @GrabMY , just wanna know, can I take a grab from HKL to KL Sentral but with a friend? Means 2 passengers. Thanks",2021-08-23T02:01:15.000Z,Twitter for iPhone,1.43E+18,1.39E+18,,,,
@ShuhadaMulok @McDMalaysia @GrabMY Samaaaa kita order 2 hotcakes butter and syrup satu pun tak dapat. @McDMalaysia ni memang tengah problem eh sekarang? 😩,2021-08-23T01:28:18.000Z,Twitter for iPhone,1.43E+18,9.26E+17,,,,
After4th time of trying. Baru dapat grab https://t.co/ZBJFf2jhwz,2021-08-23T01:19:35.000Z,Twitter for iPhone,1.43E+18,2987243480,,,,
"@GrabMY oh didn't expect this fast reply! thanks, but uguys just refunded me too. i'll submit new order then, hopefully this time my toy will make it.",2021-08-23T01:13:51.000Z,Twitter for iPhone,1.43E+18,421218932,,,,
@GrabMY So do i have to block this sms then? Its going on for 2 page already as of now https://t.co/dxSHRPGhw0,2021-08-23T01:01:13.000Z,Twitter for Android,1.43E+18,1.05E+18,,,,
Sad and frustrated. Thanks @McDMalaysia :( @GrabMY https://t.co/4fEnFjmDqy,2021-08-23T00:58:43.000Z,Twitter for iPhone,1.43E+18,421218932,,,,
@GrabMY I'm talking about your companies stupid system that charges customers before services are rendered.,2021-08-23T00:55:05.000Z,Twitter for Android,1.43E+18,57107092,,,,
@GrabMY I know it will be refunded but change your stupid system lah! Evil crooks!,2021-08-23T00:40:38.000Z,Twitter for Android,1.43E+18,57107092,,,,
RT @theclockwork23: Boleh tak team @setel_my or team @GrabMY take over je mysejahtera ni haih,2021-08-23T00:36:35.000Z,Twitter for Android,1.43E+18,1.28E+18,,,,
@GrabMY cancelled my food order because can't find a rider. Don't fucking charge my card until you fucking find a rider lah!,2021-08-23T00:28:59.000Z,Twitter for Android,1.43E+18,57107092,,,,
Excuse me @GrabMY  why are you spamming me penggunaan grab message sms? Like i already arrive at my destination? Once is enough no?,2021-08-23T00:11:59.000Z,Twitter for Android,1.43E+18,1.05E+18,,,,
RT @theclockwork23: Boleh tak team @setel_my or team @GrabMY take over je mysejahtera ni haih,2021-08-22T23:30:43.000Z,Twitter for iPhone,1.43E+18,405406738,,,,
RT @theclockwork23: Boleh tak team @setel_my or team @GrabMY take over je mysejahtera ni haih,2021-08-22T23:09:01.000Z,Twitter for iPhone,1.43E+18,235976877,,,,
"RT @XavierNaxa: Jika mahu kami berkorban, @GrabMY juga perlu berkorban.",2021-08-22T21:50:46.000Z,Twitter for iPhone,1.43E+18,118077639,,,,
RT @theclockwork23: Boleh tak team @setel_my or team @GrabMY take over je mysejahtera ni haih,2021-08-22T18:32:57.000Z,Twitter for iPhone,1.43E+18,8.33E+17,,,,
RT @theclockwork23: Boleh tak team @setel_my or team @GrabMY take over je mysejahtera ni haih,2021-08-22T18:13:41.000Z,Twitter for iPhone,1.43E+18,9.63E+17,,,,
RT @theclockwork23: Boleh tak team @setel_my or team @GrabMY take over je mysejahtera ni haih,2021-08-22T18:13:11.000Z,Twitter for iPhone,1.43E+18,2947419650,,,,
Boleh tak team @setel_my or team @GrabMY take over je mysejahtera ni haih https://t.co/Dzk4C4addx,2021-08-22T17:41:38.000Z,Twitter for iPhone,1.43E+18,156133685,,,,
@merxnism Terbaikkkk! 🥳 Gooo goo go! 💚 #staysafe #ridesafe https://t.co/bhe5i1kMpB,2021-08-22T16:24:29.000Z,Sprinklr Publishing,1.43E+18,454609037,,,,
@naim_rajin Wahhhhh ni memang diaorg bagi kaw2 punya 😂 Enjoy enjoy! 💚 #grabfood #staysafe https://t.co/zbP0fAGjS4,2021-08-22T16:18:26.000Z,Sprinklr Publishing,1.43E+18,454609037,,,,
"@intohermind Hope you made the right choice and may the force be with you 😅 Also, why don't you DM us your phone number and email? We would like to give you a small gift for you to explore our additional service GrabMart so you have more choices next round to order 💚 #staysafe #grabmart https://t.co/wEBiPFTNAz",2021-08-22T16:12:27.000Z,Sprinklr Publishing,1.43E+18,454609037,,,,
@aylanajwa_ Try scrolling at GrabMart and maybe can try cooking your own item! 😂 Why don't you DM us your phone number and email so admin can belanja you some promoss for you to explore GrabMart 💚 #grabmart #staysafe https://t.co/9cH30ZqQQT,2021-08-22T16:07:21.000Z,Sprinklr Publishing,1.43E+18,454609037,,,,
@GrabMY Of course dah update. I suka baca part ni. Rasa macam healing especially sebab baru lepas kena covid 😊 https://t.co/dvcQ9PIZ9B,2021-08-22T15:16:14.000Z,Twitter for iPhone,1.43E+18,247297178,,,,
I tengah update apps sekali terbaca ni. Tak tahu apasal syahdu je rasa 😅 @GrabMY https://t.co/9A6FgqOiqP,2021-08-22T15:04:18.000Z,Twitter for iPhone,1.43E+18,247297178,,,,
Happy ja kakak sama abang @GrabMY tu dengar lagu Tanggal 31 Ogos hahahaha. 🇲🇾🇲🇾🇲🇾 https://t.co/m1yyWJUtyr,2021-08-22T13:21:50.000Z,Twitter for iPhone,1.43E+18,2512871808,,,,
@GrabMY not a good time to have so many problems with your app. Haven't had this many problems before. Tonight I go sleep hungry. Well done. Time go out esok and dine in.,2021-08-22T12:34:24.000Z,Twitter for Android,1.43E+18,135096715,,,,
@GrabMY Hi Jerry. Thanks for the reply but That really doesn’t address my issue. As I said in my tweet. Your app says “it’s in the kitchen” but when I call dominoes. They say it is out for delivery. there appears to be some communication breakdown. Which just leaves me hungry,2021-08-22T12:07:31.000Z,Twitter for iPhone,1.43E+18,1.41E+18,,,,
@GrabMY bapak lama. dah la takde withdrawal button apstu refund pun ambil masa 30 hari. very inconvenient. takde cara boleh cepatkan ke?,2021-08-22T11:35:18.000Z,Twitter for iPhone,1.43E+18,943552808,,,,
@GrabMY i topup guna acc maybank. refund akan dimasukkan semula ke acc tersebut ke? dalam masa berapa hari ya?,2021-08-22T11:33:15.000Z,Twitter for iPhone,1.43E+18,943552808,,,,
"@GrabMY okay kalau i deactivate geab acc i, refund akan dimasukkan ke mana?",2021-08-22T11:29:10.000Z,Twitter for iPhone,1.43E+18,943552808,,,,
@GrabMY hi. how can i withdraw my money from grabpay to bank acc?,2021-08-22T11:18:51.000Z,Twitter for iPhone,1.43E+18,943552808,,,,
"Im Yusuf's mother, i would like to thnk @GrabMY for the warm gesture.i haven't seen my sons almost 2months now.i'm a frontliner and being away from them might be safer for the time being.thnks for making him happy during these tough times.
#KitaJagaKita https://t.co/L7Wzp9VmZy",2021-08-22T11:13:41.000Z,Twitter Web App,1.43E+18,2801039089,,,,
"RT @pelf81: This thread 😂😂😂
This also applies to vendors who are selling their food and beverages on @foodpanda_my, @GrabMY GrabFood, etc.…",2021-08-22T11:10:02.000Z,Twitter for Android,1.43E+18,8.85E+17,,,,
This also applies to vendors who are selling their food and beverages on @foodpanda_my, @GrabMY GrabFood," etc.…""",2021-08-22T11:07:01.000Z,Twitter for Android,1.43E+18,1220083542,,
This also applies to vendors who are selling their food and beverages on @foodpanda_my, @GrabMY GrabFood," etc.…""",2021-08-22T11:02:20.000Z,Twitter for Android,1.43E+18,1.27E+18,,
@GrabMY Nope. It's not raining.,2021-08-22T10:47:22.000Z,Twitter for Android,1.43E+18,85263236,,,,
"This thread 😂😂😂
This also applies to vendors who are selling their food and beverages on @foodpanda_my, @GrabMY GrabFood, etc.
Food pics almost always look great, but when the food arrives, meh 😭 https://t.co/fTNMR1s6hO",2021-08-22T10:46:25.000Z,Twitter for Android,1.43E+18,14404911,,,,
"Im not sure why suddenly Super Saigon is out of delivery located when previously they deliver to my address. Why ah @GrabMY? Sekejap boleh, sekejap cannot. https://t.co/5NkL8VERGj",2021-08-22T10:35:52.000Z,Twitter for Android,1.43E+18,85263236,,,,
thank you #GrabMartMy bagi baucar hihi lepasni nak terreload berkali kali lagi lah 🤭😆 https://t.co/DmG1aSBr3o,2021-08-22T10:12:40.000Z,Twitter for iPhone,1.43E+18,1.17E+18,,,,
"Hi @GrabMY, Apahal still allowed 1 passenger je yang naik. MKN dah lifted kan restriction tu. Aku dengan kawan aku ni nak balik macam mana",2021-08-22T09:37:01.000Z,Twitter for Android,1.43E+18,1.25E+18,,,,
"@GrabMY hi, utk outstanding payment boleh tak tolak je dari grab wallet? Sebab card used before this, is belong to someone else.",2021-08-22T09:32:27.000Z,Twitter for iPhone,1.43E+18,314452657,,,,
"🇲🇾 Lai Chee…""",2021-08-22T08:44:54.000Z,Twitter for Android,1.43E+18,8.08E+17,,,,
@GrabMY DMed you. Thank you in advance.,2021-08-22T08:05:14.000Z,Twitter for iPhone,1.43E+18,152342448,,,,
@epik_alif @GrabMY Nice bro! https://t.co/4BFCzh2lwe,2021-08-22T08:05:11.000Z,Twitter for iPhone,1.43E+18,555079235,,,,
"Produk DAG pun ada di Grab tau! Cari je DAG di aplikasi Grab then rider Grab akan hantar secepat mungkin! Takyah tunggu pos dah 🏍️
Nak DAG? Grab je Skrg! 🤪
#dasabdulglobal #bantaldasabdul #toweldaghome #grabmy #Grab #malaysia https://t.co/O5YS2C1mRB",2021-08-22T08:00:00.000Z,Twitter Web App,1.43E+18,1.24E+18,,,,
@syahrul_asyraf @GrabMY Selalu jugak bila order sekali kan dgn tips lagi2 rumah jauh so letak RM10 terus 😁,2021-08-22T07:59:43.000Z,Twitter for Android,1.43E+18,1.21E+18,,,,
"@GrabMY Tq.
I can't find that condition through the link I provided. Can I know where is it from?",2021-08-22T07:58:58.000Z,Twitter Web App,1.43E+18,369292274,,,,
"@GrabMY need some help to retrieve my account back. I’ve been trying to call your hotline many times, it says “Tiada dalam perkhidmatan”. 
Your customer service is not helping at all. Called more than 9 times.",2021-08-22T07:57:34.000Z,Twitter for iPhone,1.43E+18,152342448,,,,
Wha? https://t.co/1HsRGx9kw1,2021-08-22T07:52:20.000Z,Twitter for Android,1.43E+18,9.26E+17,,,,
"@GrabMY What does ""selected individuals who have an active Maybank2U account"" mean?
Does it mean everyone who has an M2U account and fulfills 2 &amp; 3 will be eligible? Or only selected M2U account holders and not all M2U account holders?
It is not clear enough. https://t.co/Lv6MvTJcE1",2021-08-22T07:43:19.000Z,Twitter Web App,1.43E+18,369292274,,,,
"@GrabMY Is the Maybank Bonanza 5 challenge starting from 23 Aug – 1 Sep open to everyone?
https://t.co/2CG98JSXhV",2021-08-22T07:32:49.000Z,Twitter Web App,1.43E+18,369292274,,,,
"Street begging in downtown KL. From Jalan Pudu to Jalan Parliamen right outside a currently barricaded Dataran Merdeka. 
Hope the @GrabMY driver has a little brighter day… his kindness has been rewarded https://t.co/TI5cgsoncA",2021-08-22T07:29:27.000Z,Twitter for iPhone,1.43E+18,1413771,,,,
"@GrabMY Thanks!
Hail grab!",2021-08-22T07:23:40.000Z,Twitter for iPhone,1.43E+18,555079235,,,,
@GrabMY Done,2021-08-22T07:21:27.000Z,Twitter for iPhone,1.43E+18,555079235,,,,
"Antara small act of kindness yang boleh dibuat. 
Beri tips kepada rider &amp; driver  @GrabMY
RM 3 tips dari 10 customers sehari = RM 900 extra income sebulan kepada mereka. Not sure about the profit sharing part. 
Of course, servis mesti kena A juga. Tapi tak rugi memberi :) https://t.co/7GsKe2vG5N",2021-08-22T07:10:34.000Z,Twitter for iPhone,1.43E+18,555079235,,,,
"@GrabMY Yeayyy, dah order. Maceh bang grab! https://t.co/nrlidz9ph8",2021-08-22T04:18:35.000Z,Twitter for Android,1.43E+18,92396373,,,,
RT @Ktxk9888: @GrabMY @SafirulAbuBakar Setakat reply  mcm ni baik xyah grab oii.. mcm sembang kawan2 kt whtsapp pulak. Susah sgt ke Grab nk…,2021-08-22T04:09:26.000Z,Twitter for iPhone,1.43E+18,8.75E+17,,,,
@SafirulAbuBakar @McDMalaysia @GrabMY Cekodok jela kat rumah,2021-08-22T03:44:09.000Z,Twitter for Android,1.43E+18,465463254,,,,
"@GrabMY awak, bulan ni takde promo ke grabfood? 😘😘😘",2021-08-22T03:43:00.000Z,Twitter for Android,1.43E+18,92396373,,,,
@GrabMY Yesszaaa👍,2021-08-22T03:42:21.000Z,Twitter for iPhone,1.43E+18,429701586,,,,
"@GrabMY @MaryamMA09 Awww...comel aje dia sebut ""Grab""! Thanks to YOU, Yusuf! 💚😍",2021-08-22T03:22:00.000Z,Zendesk,1.43E+18,454609037,,,,
@GrabMY @LeezaAbdWahab Yeahh..padu! 🤩,2021-08-22T03:19:43.000Z,Zendesk,1.43E+18,454609037,,,,
@GrabMY Oohh yeke? Okay! Next time saya try pizza sambal petai pulak😊,2021-08-22T03:17:45.000Z,Twitter for iPhone,1.43E+18,429701586,,,,
GF-173F https://t.co/htc8HBrQNz,2021-08-22T02:46:11.000Z,Twitter for iPhone,1.43E+18,1353880166,,,,
"@GrabMY @SafirulAbuBakar Setakat reply  mcm ni baik xyah grab oii.. mcm sembang kawan2 kt whtsapp pulak. Susah sgt ke Grab nk push vendor. Ada penalti x utk vendor2 yg lewat ni?? Xbrani sbb big vendor ke? Stress aku dgn grab, skit2 suruh direct contct rider. Side grab buat bodoh je. Apa2 rider tanggung",2021-08-22T02:35:36.000Z,Twitter for Android,1.43E+18,3178620080,,,,
